Name;Index;Count;TotalTrades;BasePrice;DailyVolume
[Tamer] Karlstein Armor;754020;0;2;121,000,000;0
[Tamer] Karlstein Hat;754019;0;2;45,900,000;0
[Tamer] Karlstein Shoes;754021;0;1;30,700,000;0
[Tamer] Orwen's Travel Wear;14299;0;2326;2,520,000;1
[Tamer] Serendian Smith Garb;14287;0;319;1,680,000;1
[Tamer] Shroud Knight Armor;12592;0;3188;2,700,000;1
[Tamer] Terrmian Casual Wear;12504;0;98;2,240,000;0
[Valencian Dye] Black;46854;0;83;20,900,000;0
[Valencian Dye] True Aqua;46798;0;248;20,900,000;0
[Valencian Dye] True Deep Pink;46846;0;59;20,900,000;0
[Valencian Dye] True Indigo;46822;0;108;20,900,000;0
[Valencian Dye] True Lime;46774;0;105;20,900,000;0
[Valencian Dye] True Mint;46786;0;73;20,900,000;0
[Valencian Dye] True Orange;46750;0;134;20,900,000;0
[Valencian Dye] True Purple;46834;0;60;20,900,000;0
[Valencian Dye] True Red;46738;0;232;20,900,000;0
[Valencian Dye] True Sky;46810;0;55;20,900,000;0
[Valencian Dye] True Yellow;46762;0;122;20,900,000;0
[Valkyrie] Ahon Kirus's Armor;12577;0;5698;5,600,000;2
[Valkyrie] Black Leopard Armor;12632;0;174;2,980,000;0
[Valkyrie] Calpheon Noble Dress;14207;0;8993;795;1
[Valkyrie] Delphe Knight Armor;14875;0;440;5,600,000;0
[Valkyrie] Garnier Troupe Garb;14217;0;188;1,400,000;1
[Valkyrie] Jarette's Armor;14851;0;399;5,600,000;1
[Valkyrie] Karlstein Armor;754029;0;2;164,000,000;0
[Valkyrie] Karlstein Longsword;754031;0;4;42,300,000;0
[Valkyrie] Karlstein Shield;754032;0;0;34,500,000;0
[Valkyrie] Karlstein Shoes;754030;0;1;29,800,000;0
[Valkyrie] Orwen's Travel Wear;14839;0;2128;2,520,000;1
[Valkyrie] Serendian Smith Garb;14290;0;430;1,680,000;0
[Valkyrie] Shroud Knight Armor;12593;0;2822;2,650,000;1
[Valkyrie] Terrmian Casual Wear;12507;0;97;2,240,000;1
[Velian Dye] Black;46244;0;613;20,900,000;1
[Velian Dye] True Aqua;46188;0;587;20,900,000;0
[Velian Dye] True Deep Pink;46236;0;186;20,900,000;0
[Velian Dye] True Indigo;46212;0;321;20,900,000;1
[Velian Dye] True Lime;46164;0;698;20,900,000;0
[Velian Dye] True Mint;46176;0;526;20,900,000;1
[Velian Dye] True Orange;46140;0;1019;20,900,000;1
[Velian Dye] True Purple;46224;0;279;20,900,000;0
[Velian Dye] True Red;46128;0;1358;20,900,000;1
[Velian Dye] True Sky;46200;0;357;20,900,000;1
[Velian Dye] True Yellow;46152;0;757;20,900,000;0
[Warrior] Calpheon Noble Suit;14201;3;8083;865;2
[Warrior] Delphe Knight Armor;14869;0;413;5,600,000;0
[Warrior] Edan's Travel Wear;14845;0;1841;1,120,000;1
[Warrior] Garnier Troupe Garb;14211;0;175;1,400,000;0
[Warrior] Jordine's Casual Wear;14296;0;328;1,400,000;0
[Warrior] Karlstein Armor;754002;0;0;137,000,000;0
[Warrior] Karlstein Hat;754001;0;2;29,500,000;0
[Warrior] Karlstein Longsword;754003;0;0;46,100,000;0
[Warrior] Karlstein Shield;754004;0;2;32,700,000;0
[Warrior] Serendian Formal Suit;12525;0;130;2,330,000;1
[Warrior] Serendian Smith Garb;12501;0;179;1,680,000;0
[Warrior] Serendian Soldier Armor;14284;0;978;785;0
[Warrior] Shroud Knight Armor;12598;0;7103;2,680,000;1
[Warrior] Valencian Travel Wear;12619;0;200;2,240,000;0
[Witch] Ahon Kirus's Armor;12578;0;6259;5,300,000;1
[Witch] Black Leopard Armor;12633;0;295;2,980,000;0
[Witch] Calpheon Noble Dress;14220;16;11868;865;1
[Witch] Delphe Knight Armor;14878;0;205;5,600,000;1
[Witch] Garnier Troupe Garb;14340;0;411;1,400,000;0
[Witch] Jarette's Armor;14854;0;291;5,600,000;1
[Witch] Karlstein Armor;754043;0;4;138,000,000;0
[Witch] Karlstein Dagger;754046;0;3;31,300,000;0
[Witch] Karlstein Hat;754042;0;7;52,500,000;0
[Witch] Karlstein Shoes;754044;0;4;35,600,000;0
[Witch] Karlstein Staff;754045;0;5;54,500,000;0
[Witch] Orwen's Travel Wear;14842;0;2840;2,520,000;1
[Witch] Serendian Smith Garb;14293;0;477;1,680,000;0
[Witch] Shroud Knight Armor;12594;0;5514;2,690,000;1
[Witch] Terrmian Casual Wear;12510;0;176;2,240,000;0
[Wizard] Calpheon Noble Suit;14219;9;8211;685;2
[Wizard] Delphe Knight Armor;14877;0;148;5,600,000;1
[Wizard] Edan's Travel Wear;14853;0;2361;1,120,000;1
[Wizard] Garnier Troupe Garb;14339;0;278;1,400,000;1
[Wizard] Jordine's Casual Wear;14841;0;370;1,400,000;0
[Wizard] Karlstein Armor;754039;0;4;158,000,000;0
[Wizard] Karlstein Dagger;754041;0;3;28,400,000;0
[Wizard] Karlstein Hat;754038;0;5;31,200,000;0
[Wizard] Karlstein Staff;754040;0;2;70,000,000;0
[Wizard] Serendian Formal Suit;12533;0;109;2,330,000;0
[Wizard] Serendian Smith Garb;12509;0;138;1,680,000;0
[Wizard] Serendian Soldier Armor;14292;0;457;785;0
[Wizard] Shroud Knight Armor;12601;0;4115;2,700,000;0
[Wizard] Valencian Travel Wear;12622;0;213;2,240,000;0
Abyssal Brass Ingot;9746;476;445559;550;137
Acacia Leaf;54020;49027;1934405;216;1,035
Acacia Plank;4680;41444;51895090;10,5;38,769
Acacia Plywood;4681;64620;58058497;40,3;24,9
Acacia Sap;5013;6966;152074639;7,35;54,106
Acacia Seed;6939;222;18246;4,84;2
Acacia Timber;4609;0;743520621;3,07;559,134
Accuracy Enhancer;523;0;27071;93,5;1
Advanced Alchemy Tool;3703;0;664156;1,090,000;323
Advanced Cooking Utensil;3719;0;5404253;950;1,297
Agerian Armor;10810;65;2051493;22,7;154
Agerian Gloves;10811;32;1727810;13,6;127
Agerian Helmet;10809;29;2886077;20,5;156
Agerian Shoes;10812;91;1659946;13,6;157
Agile Seal Elixir;695;31;2509374;13,5;448
Ahin Haladie;692504;49;416607;89;106
Ah'krad Crystal;15675;70;52747;83,000,000;113
Ain Amulet;10406;0;31185;377;0
Ain Axe;10606;1;66906;377;1
Ain Battle Axe;690509;0;753;377;0
Ain Blade;13306;1;79673;377;1
Ain Crescent Pendulum;13406;4;9671;377;1
Ain Crossbow;13706;0;3165;377;1
Ain Florang;718506;0;1580;377;0
Ain Gauntlet;11206;0;54300;377;1
Ain Kriegsmesser;11356;0;62071;377;0
Ain Kyve;732256;4;301;377;0
Ain Longbow;10206;0;32606;377;1
Ain Longsword;10006;0;90534;377;1
Ain Morning Star;730507;0;447;377;1
Ain Serenaca;733006;0;279;377;0
Ain Shamshir;692007;1;279;377;0
Ain Shortsword;13206;24;30390;377;1
Ain Slayer;735406;0;6;377;1
Ain Staff;14406;0;29072;377;1
Akum Armor;701012;6576;721170;970;739
Akum Gloves;701013;25791;651559;970;443
Akum Helmet;701011;1903;725445;970;766
Akum Shoes;701014;25990;650785;970;412
Alchemy Stone Shard;44336;36141;33568351;955;23,245
Allan Serbin Amulet;24227;0;1994;1,070,000;0
Alloria Aad Sphera;14801;753;143060;1,770,000;16
Alluvial Gold;4902;5132;16473955;3,45;16,209
Aloe;7347;2240744;225838391;408;26,436
Aloe Cookie;9205;4002;1213414;2,15;749
Aloe Yogurt;9204;18;2180854;5,05;1,397
Altinova Rowboat Cargo Container;49203;0;707;291;0
Altinova Rowboat Decoration;49403;14;635;323;1
Altinova Rowboat Prow;49303;0;3355;294;0
Amanita Mushroom;5419;0;2043482;2,63;1,011
Amanita Mushroom Hypha;6919;0;26778;16,8;11
Ancient Artifact China;24213;0;25;28,000,000;1
Ancient Artifact Pot;24214;81;25444;990;5
Ancient Creature's Scale;40545;163096;275181;1,230,000;192
Ancient Guardian's Seal;11613;701;1258161;2,180,000;125
Ancient Kamel Statue;24841;69;83335;8,850,000;20
Ancient Magic Crystal - Addis;15649;19;494777;193;87
Ancient Magic Crystal - Carmae;15605;12;732995;233;169
Ancient Magic Crystal - Cobelinus;15602;0;513064;9,250,000;46
Ancient Magic Crystal - Harphia;15601;8;3026326;197;1,218
Ancient Magic Crystal - Hystria;15604;126;499906;4,880,000;90
Ancient Magic Crystal - Viper;15603;58;2503007;236;951
Ancient Magic Crystal of Abundance - Armor;15610;24;353216;2,520,000;29
Ancient Magic Crystal of Abundance - Resonance;15614;14;203361;1,090,000;53
Ancient Magic Crystal of Abundance- Healing;15613;8;180170;2,520,000;10
Ancient Magic Crystal of Crimson Flame - Power;15606;49;610508;135;279
Ancient Magic Crystal of Enchantment - Agility;15624;0;234889;2,520,000;16
Ancient Magic Crystal of Nature - Adamantine;15616;58;725056;143;310
Ancient Magic Crystal of Nature - Fighting Spirit;15712;22;13768;153;95
Ancient Magic Crystal of Nature - Giant;15714;8;11098;141;76
Ancient Magic Crystal of Nature - Sturdiness;15713;8;13280;135;84
Ancient Mushroom;5418;0;2208048;3,51;1,173
Ancient Mushroom Hypha;6918;0;25067;22,4;20
Ancient Power - Black Shard;44281;0;50850;71,500,000;50
Ancient Power - Red Shard;44280;22494;271345;5,350,000;490
Ancient Relic Crystal Shard;40218;28733;75552483;1,360,000;41,946
Ancient Seal - Black Shard;40548;203;286549;8,300,000;588
Ancient Seal - Red Shard;40547;0;77712;111,000,000;35
Ancient Slate Ornament;24634;48;18639;46,600,000;2
Ancient Weapon Core;12220;148;1335633;2,400,000;142
Ankle Trap;56017;0;54688;70,5;28
Antidote Elixir;729;9708;353998;1,58;707
Appealing Boiled Bird Egg;9436;0;21075232;6,2;5,409
Apple;7313;0;42246288;775;16,991
Areha Palm Forest;24237;0;2803;4,750,000;1
Arehaza Round Carpet;24234;103;13633;3,230,000;8
Arehaza Scenery;24236;0;2518;4,700,000;1
Arehaza Semicircle Carpet;24233;63;13226;2,910,000;6
Armor Draught;798;1202;318853;4,840,000;488
Aromatic Chanterelle Risotto;9350;0;26764;20,4;103
Aromatic Pan-Fried Oyster;9476;1033;298077;36,1;96
Arrow Mushroom;5408;34823;277865529;745;140,821
Arrow Mushroom Hypha;6908;0;20417;22,4;8
Artisan's Bear Hide Carpet;3402;0;27;1,940,000;1
Artisan's Special Bear Hide Carpet;25129;0;16;5,900,000;1
Artisan's Special Stuffed Baby Belladonna Elephant Head;25145;0;20;18,400,000;1
Artisan's Special Stuffed Bear Head;25128;8;31;5,200,000;1
Artisan's Special Stuffed Belladonna Elephant Head;25144;0;17;21,200,000;1
Artisan's Special Stuffed Black Leopard Head;25147;0;46;22,200,000;1
Artisan's Special Stuffed Black Snowfield Yak Head;25124;0;26;3,450,000;1
Artisan's Special Stuffed Boar Head;25130;0;0;10,800,000;0
Artisan's Special Stuffed Drieghan Female Goat Head;25141;8;28;8,000,000;1
Artisan's Special Stuffed Drieghan Male Goat Head;25140;8;22;4,970,000;1
Artisan's Special Stuffed Elk Head;25136;0;40;9,050,000;1
Artisan's Special Stuffed Feather Wolf Head;25148;0;41;17,000,000;1
Artisan's Special Stuffed Ferrica Head;25150;0;14;23,100,000;1
Artisan's Special Stuffed Ferrina Head;25151;0;19;17,200,000;1
Artisan's Special Stuffed Fox Head;25131;0;38;12,400,000;1
Artisan's Special Stuffed Frost Wolf;25126;0;41;17,000,000;1
Artisan's Special Stuffed Gazelle Head;25146;0;40;3,590,000;1
Artisan's Special Stuffed Giant Boar Head;25135;10;23;6,350,000;1
Artisan's Special Stuffed Giant Lion Head;25138;0;44;18,100,000;1
Artisan's Special Stuffed Grass Rhino Head;3555;6;392;29,100,000;3
Artisan's Special Stuffed Gray Wolf Head;25133;1;41;4,040,000;1
Artisan's Special Stuffed Kamasylvia Weasel;25152;0;35;20,200,000;1
Artisan's Special Stuffed Llama;25143;0;29;21,700,000;1
Artisan's Special Stuffed Phnyl Head;25149;0;90;24,700,000;1
Artisan's Special Stuffed Shadow Lion Head;3559;0;196;105,000,000;1
Artisan's Special Stuffed Shadow Wolf Head;3558;3;306;60,000,000;2
Artisan's Special Stuffed Snow Leopard;25183;0;7;26,000,000;1
Artisan's Special Stuffed Snowfield Ili Pika;25184;0;21;19,700,000;1
Artisan's Special Stuffed Snowfield Markhor Head;25125;0;29;17,900,000;1
Artisan's Special Stuffed Snowfield Yak Head;25123;0;18;3,200,000;1
Artisan's Special Stuffed Valencia Mountain Sheep Head;25137;10;14;6,200,000;1
Artisan's Special Stuffed Valencian Lioness Head;25139;2;49;2,840,000;1
Artisan's Special Stuffed Verdure Buck;3556;3;183;50,000,000;1
Artisan's Special Stuffed Verdure Doe;3557;12;156;94,000,000;1
Artisan's Special Stuffed Weasel;25132;0;29;11,700,000;1
Artisan's Special Stuffed Winter Bear Head;25122;0;25;9,100,000;1
Artisan's Special Stuffed Wolf Head;25134;0;75;2,310,000;1
Artisan's Special Stuffed Yak Head;25142;9;21;6,750,000;1
Artisan's Stuffed Baby Belladonna Elephant Head;3521;0;103;11,300,000;1
Artisan's Stuffed Bear Head;3401;5;9903;5,600,000;4
Artisan's Stuffed Belladonna Elephant Head;3520;0;80;23,300,000;1
Artisan's Stuffed Black Leopard Head;3523;4;14618;9,100,000;3
Artisan's Stuffed Black Snowfield Yak Head;25107;0;32;1,240,000;1
Artisan's Stuffed Drieghan Female Goat Head;3417;2;2184;3,220,000;2
Artisan's Stuffed Drieghan Male Goat Head;3416;7;2766;3,590,000;3
Artisan's Stuffed Elk Head;3410;0;8559;2,520,000;2
Artisan's Stuffed Feather Wolf Head;3524;45;30170;395;9
Artisan's Stuffed Ferrica Head;3526;0;44;7,200,000;0
Artisan's Stuffed Ferrina Head;3527;0;121;7,750,000;0
Artisan's Stuffed Fox Head;3405;16;10455;7,300,000;5
Artisan's Stuffed Frost Wolf;25114;71;167;2,990,000;1
Artisan's Stuffed Gazelle Head;3522;4;1997;3,730,000;1
Artisan's Stuffed Giant Boar Head;3409;1;3832;3,540,000;2
Artisan's Stuffed Giant Lion Head;3412;29;7494;1,990,000;3
Artisan's Stuffed Grass Rhino Head;3545;33;385;4,110,000;2
Artisan's Stuffed Gray Wolf Head;3407;0;2028;3,720,000;1
Artisan's Stuffed Kamasylvia Weasel;3528;35;5970;8,400,000;2
Artisan's Stuffed Llama;3419;0;1807;11,700,000;1
Artisan's Stuffed Phnyl Head;3525;0;20584;5,250,000;4
Artisan's Stuffed Shadow Lion Head;3549;0;216;43,700,000;1
Artisan's Stuffed Shadow Wolf Head;3548;0;2212;1,940,000;5
Artisan's Stuffed Snow Leopard;25117;0;1;8,850,000;0
Artisan's Stuffed Snowfield Ili Pika;25120;0;13;4,790,000;1
Artisan's Stuffed Snowfield Markhor Head;25108;4;46;4,470,000;1
Artisan's Stuffed Snowfield Yak Head;25106;0;17;1,070,000;1
Artisan's Stuffed Valencia Mountain Sheep Head;3411;84;2932;3,010,000;3
Artisan's Stuffed Valencian Lioness Head;3413;78;6179;1,760,000;6
Artisan's Stuffed Verdure Buck;3546;14;186;18,000,000;2
Artisan's Stuffed Verdure Doe;3547;0;103;23,900,000;1
Artisan's Stuffed Weasel;3406;9;5603;9,150,000;4
Artisan's Stuffed Winter Bear Head;25105;0;34;3,880,000;1
Artisan's Stuffed Wolf Head;3408;0;11825;1,870,000;2
Artisan's Stuffed Yak Head;3418;23;4704;4,470,000;2
Ascending Noble Sword;13503;3;308790;89;68
Ash Plank;4651;1705;212312879;1,86;64,917
Ash Plywood;4652;20550;178363849;12,2;72,922
Ash Sap;5001;0;217102457;6,15;84,311
Ash Timber;4601;2215;1765065259;665;980,353
Ash Tree Float;16167;201;160034;3,230,000;68
Assorted Side Dishes;9209;17788;6244517;23,3;7,087
Audria;5528;14155;275848;560;160
Awakened Spirit's Crystal;15627;2;203967;30,700,000;45
Axion Shield;10103;48;1272358;38,2;39
Azure Thunder Celestial Bo Staff;14741;19;88523;1,770,000;6
Azwell Amulet;10405;6;162126;41,7;3
Azwell Axe;10605;3;160788;41,7;2
Azwell Battle Axe;690508;33;29534;41,7;3
Azwell Blade;13305;18;178550;41,7;5
Azwell Crescent Pendulum;13405;18;66692;41,7;4
Azwell Crossbow;13705;17;43066;41,7;2
Azwell Florang;718505;2;40568;41,7;4
Azwell Gauntlet;11205;9;149131;41,7;4
Azwell Kriegsmesser;11355;6;182277;41,7;2
Azwell Kyve;732255;21;10274;41,7;6
Azwell Longbow;10205;12;197466;41,7;5
Azwell Longsword;10005;1;232029;41,7;4
Azwell Morning Star;730506;28;4301;41,7;5
Azwell Serenaca;733005;7;1891;41,7;3
Azwell Shamshir;692006;28;4412;41,7;2
Azwell Shortsword;13205;8;179322;41,7;4
Azwell Slayer;735405;5;647;41,7;8
Azwell Staff;14405;9;202095;41,7;5
Backflow Gardbrace;14821;559;102266;1,770,000;37
Baconaua Cestus;14829;626;113749;1,770,000;27
Baduum Haladie;692505;122;208603;38,2;41
Bag of Muddy Water;6657;38865;533542193;1,69;370,607
Balacs Lunchbox;9359;28756;488215;35,2;5,419
Balanced Feed;59306;3858;5734590;78,5;2,892
Balenos Fishing Rod;16162;18;3200194;1,180,000;381
Balenos Meal;9601;143702;760437071;25,7;947,954
Banana;7316;0;2051301;775;727
Bares Amulet;10413;0;384474;267;71
Bares Axe;10613;0;920567;267;72
Bares Battle Axe;690516;2;222344;267;71
Bares Belt;12202;7293;1136113;39,5;43
Bares Blade;13313;1;875427;267;75
Bares Crescent Pendulum;13413;7;477331;267;71
Bares Crossbow;13713;12;301005;267;73
Bares Earring;11802;552;1945806;33,5;118
Bares Florang;718513;42;1630537;267;89
Bares Gauntlet;11213;2;687662;267;71
Bares Kriegsmesser;11363;1;618576;267;75
Bares Kyve;732263;1;49737;267;71
Bares Longbow;10213;0;594333;267;71
Bares Longsword;10013;2;919761;267;70
Bares Morning Star;730514;6;94800;267;72
Bares Necklace;11602;8809;2110405;52;142
Bares Ring;12002;669;1620868;30,2;255
Bares Serenaca;733013;1;46041;267;69
Bares Shamshir;692014;89;781013;267;92
Bares Shortsword;13213;1;816800;267;73
Bares Slayer;735413;0;9679;267;69
Bares Staff;14413;2;450516;267;74
Barley;7002;38557;862410628;1,44;683,463
Barley Dough;7202;131145;239697026;1,57;272,076
Barley Flour;7102;0;259473829;2,34;155,918
Barley Seed;6807;14;152447;3,35;34
Basilisk's Belt;12230;202;1880489;48,900,000;776
Bat Blood;6219;0;1932240;21,2;708
Bear Blood;6213;0;6405894;19,4;9,645
Bear Hide;6013;1899;2202885;7,95;10,792
Bear Hide Carpet;3003;0;11319;358;3
Bear Meat;7912;14669;10915660;18,6;12,021
Beast's Draught;792;2889;14965452;685;11,35
Beautiful Opal Vase;24210;0;12279;5,450,000;1
Beef;7906;0;47242252;14,1;17,098
Beer;9213;133192;2751037794;3,05;896,575
Belladonna Elephant Hide;6026;7638;39009359;2,52;51,072
Belt of Shultz the Gladiator;12211;0;891830;905;183
Bensho's Necklace;11611;59;690501;6,200,000;10
Bhatu Ra'ghon;13803;343;168129;89;68
Bheg's Gloves;11015;5;182574;249,000,000;54
Bheg's Shining Helmet;3037;78;75354;188;13
Big Amanita Mushroom;5438;5;14319;5,85;10
Big Ancient Mushroom;5437;0;28419;8,9;38
Big Arrow Mushroom;5427;568;22348195;1,68;9,764
Big Bluffer Mushroom;5436;33;29892;10,4;40
Big Cloud Mushroom;5429;61875;22073013;1,15;16,564
Big Dwarf Mushroom;5428;6960;10931152;1,47;5,506
Big Emperor Mushroom;5432;5651;3345439;1,16;16,381
Big Fog Mushroom;5434;26;33085;6,25;57
Big Fortune Teller Mushroom;5426;0;15902703;1,51;13,57
Big Ghost Mushroom;5433;0;3244204;3,99;3,595
Big Hard-Boiled Shellfish;9480;0;73948;147;6
Big Hump Mushroom;5435;44;25767;7,25;24
Big Sky Mushroom;5430;0;3243378;2,33;4,141
Big Tiger Mushroom;5431;9674;15273151;2,2;15,252
Birch Plank;4660;40576;191255060;4,17;94,74
Birch Plywood;4661;10608;196736718;18,6;82,249
Birch Sap;5004;5865;241462751;6,15;136,74
Birch Timber;4604;29998;2096730620;1,5;1,486,290
Bird Meat;7953;284;4194653;4,99;3,484
Black Crystal;4470;45546;42919713;12,4;18,819
Black Distortion Earring;11853;127;1032478;319,000,000;1,145
Black Gem;5000;0;40288778;935;15,378
Black Gem Fragment;4999;0;80999611;515;61,284
Black Gold Ingot;4267;107;548754;1,280,000;144
Black Lake Stretcher;24516;0;134;3,020,000;1
Black Leopard Hide;6022;47612;4287329;610;6,273
Black Magic Crystal - Adamantine;15212;2;1272318;1,490,000;805
Black Magic Crystal - Addis;15650;37;182190;27,200,000;260
Black Magic Crystal - Agility;15224;54;1357614;1,490,000;772
Black Magic Crystal - Armor;15206;155;3264401;1,540,000;1,011
Black Magic Crystal - Ascension;15213;41;296473;1,480,000;706
Black Magic Crystal - Assault;15216;0;2103208;1,380,000;798
Black Magic Crystal - Carmae;15632;32;207953;26,900,000;161
Black Magic Crystal - Cobelinus;15629;0;266071;30,700,000;72
Black Magic Crystal - Descent;15214;10;371299;1,460,000;715
Black Magic Crystal - Harphia;15628;0;197324;30,700,000;90
Black Magic Crystal - Hystria;15631;27;191236;28,500,000;108
Black Magic Crystal - Intimidation;15222;109;1713268;1,510,000;919
Black Magic Crystal - Memory;15221;212;1852597;1,540,000;802
Black Magic Crystal - Precision;15201;261;1363115;3,460,000;1,155
Black Magic Crystal - Precision;15219;262;3234282;1,550,000;925
Black Magic Crystal - Sturdiness;15217;0;1140412;1,450,000;759
Black Magic Crystal - Swiftness;15211;153;2723572;1,560,000;847
Black Magic Crystal - Valor;15218;16;1465727;1,460,000;739
Black Magic Crystal - Vigor;15207;160;4059294;1,560,000;1,034
Black Magic Crystal - Viper;15630;0;442508;30,700,000;172
Black Seed;6950;0;1279;25,8;2
Black Spirit Crystal;15626;6;475311;30,700,000;99
Black Spirit's Claw Piece;40258;1448;994645;1,620,000;1,063
Black Stone (Armor);16002;21376;815173933;145;1,017,229
Black Stone (Weapon);16001;18340;607576489;144;978,393
Black Stone Powder;4901;186899;1876977078;3,95;1,207,683
Black Warrior Horn Bow;13103;1;980605;89;76
Blackstar Aad Sphera;731111;7;1940;700,000,000;2
Blackstar Amulet;715005;7;6201;725,000,000;4
Blackstar Armor;719902;12;14725;540,000,000;11
Blackstar Axe;715007;7;3873;725,000,000;3
Blackstar Battle Axe;690563;9;10909;725,000,000;7
Blackstar Blade;715011;9;7614;725,000,000;5
Blackstar Celestial Bo Staff;731105;2;654;700,000,000;1
Blackstar Cestus;731115;4;1600;700,000,000;2
Blackstar Crescent Blade;731107;7;1466;700,000,000;3
Blackstar Crescent Pendulum;715019;7;10225;725,000,000;6
Blackstar Crimson Glaives;731117;5;4344;700,000,000;5
Blackstar Crossbow;715021;5;3390;725,000,000;2
Blackstar Dagger;735002;6;380;492,000,000;2
Blackstar Florang;718616;8;5422;725,000,000;4
Blackstar Gardbrace;731114;8;3485;700,000,000;5
Blackstar Gauntlet;715017;7;13919;725,000,000;10
Blackstar Gloves;719903;6;8452;540,000,000;10
Blackstar Godr Sphera;731112;2;1746;700,000,000;2
Blackstar Greatbow;731116;4;926;700,000,000;2
Blackstar Greatsword;731101;4;2431;700,000,000;4
Blackstar Haladie;735013;2;102;492,000,000;1
Blackstar Helmet;719901;7;9447;540,000,000;8
Blackstar Horn Bow;735006;3;268;492,000,000;2
Blackstar Iron Buster;731103;4;1209;700,000,000;3
Blackstar Kamasylven Sword;731104;4;983;700,000,000;2
Blackstar Kerispear;731108;1;811;700,000,000;2
Blackstar Kriegsmesser;715016;8;5984;725,000,000;3
Blackstar Kunai;735007;2;93;492,000,000;1
Blackstar Kyve;732313;3;3377;725,000,000;2
Blackstar Lancia;731106;7;1453;700,000,000;3
Blackstar Longbow;715003;6;4119;725,000,000;2
Blackstar Longsword;715001;7;8970;725,000,000;7
Blackstar Mareca;735015;2;38;492,000,000;1
Blackstar Morning Star;730564;7;4178;725,000,000;3
Blackstar Noble Sword;735010;3;389;492,000,000;2
Blackstar Ornamental Knot;735004;5;395;492,000,000;3
Blackstar Quoratum;735014;5;120;492,000,000;1
Blackstar Ra'ghon;735011;2;65;492,000,000;1
Blackstar Sah Chakram;731110;4;808;700,000,000;2
Blackstar Scythe;731102;6;2178;700,000,000;2
Blackstar Serenaca;733063;4;1569;725,000,000;2
Blackstar Shamshir;692045;5;4657;725,000,000;2
Blackstar Shard;735016;5;349;492,000,000;3
Blackstar Shield;735001;6;961;492,000,000;6
Blackstar Shoes;719904;4;8069;540,000,000;10
Blackstar Shortsword;715009;11;10863;725,000,000;6
